#Processos distribuídos e redistribuídos por OJ no 1º grau  detalhado
#Data Final: 24/07/2026; Indicador de Distribuição: NÃO PREENCHIDO; Órgão Julgador: NÃO PREENCHIDO; Município: NÃO PREENCHIDO; Data Inicial: 24/07/2026; Classe Processual: NÃO PREENCHIDO

#Total de registros: 653
#Relatório gerado em: 27 de jul. de 2026 10:47:38

#Processo;Indicador;Municipío Sede;Órgão Julgador;Classe Judicial;Data
0000882-21.2026.5.12.0024;Recebido Por Distribuição - Sorteio;SAO BENTO DO SUL;VARA DO TRABALHO DE SÃO BENTO DO SUL;Ação de Cumprimento;24/07/2026 00:21:14
0000920-05.2026.5.12.0001;Recebido Por Distribuição - Sorteio;FLORIANOPOLIS;1ª VARA DO TRABALHO DE FLORIANÓPOLIS;Ação Trabalhista - Rito Ordinário;24/07/2026 00:53:17
0000001-97.2026.5.12.1041;Recebido Por Distribuição - Sorteio;BIGUACU;2ª VARA DO TRABALHO DE TUBARÃO - TRIAGEM DE EQUALIZAÇÃO;Ação Trabalhista - Rito Ordinário;24/07/2026 01:55:48
0001604-37.2026.5.12.0030;Recebido Por Distribuição - Sorteio;JOINVILLE;4ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;24/07/2026 03:13:11
0001496-54.2026.5.12.0047;Recebido Por Distribuição - Sorteio;ITAJAI;3ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Ordinário;24/07/2026 03:19:30
0001898-11.2026.5.12.0056;Recebido Por Distribuição - Sorteio;NAVEGANTES;VARA DO TRABALHO DE NAVEGANTES;Ação Trabalhista - Rito Sumaríssimo;24/07/2026 07:46:19
0001626-40.2026.5.12.0016;Restituído Por Redistribuição;JOINVILLE;2ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Ordinário;24/07/2026 07:52:56
0001626-40.2026.5.12.0016;Recebido Por Redistribuição - Sorteio;JOINVILLE;4ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Ordinário;24/07/2026 07:52:56
0001606-49.2026.5.12.0016;Recebido Por Redistribuição - Sorteio;JOINVILLE;3ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;24/07/2026 07:53:38
0001606-49.2026.5.12.0016;Restituído Por Redistribuição;JOINVILLE;2ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;24/07/2026 07:53:38
