processo,tipo_anomalia,descricao,arquivo_origem,numero_linha_arquivo
0001540-71.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,485
0001572-76.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,487
0001418-58.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,493
0001324-13.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,497
0001290-38.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,501
0001627-27.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,502
0001387-38.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,506
0001301-67.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,510
0001427-20.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,512
0001284-15.2025.5.12.0032,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,516
0001706-06.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,519
0001605-71.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,522
0000148-96.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,526
0001370-02.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,529
0001304-22.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,533
0001657-62.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,539
0001913-05.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,542
0001439-34.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,543
0001511-21.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,546
0001654-10.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,551
0000820-70.2026.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,557
0000188-78.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,571
0001415-06.2025.5.12.0059,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,584
0002189-41.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,649
0001819-66.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,652
0002627-71.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,656
0000566-72.2025.5.12.0014,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,657
0001909-74.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,661
0001948-71.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,666
0001988-53.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,669
0000002-26.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,676
0002212-88.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,680
0002135-75.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,682
0002134-94.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,683
0002833-85.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,688
0001305-16.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,691
0002702-09.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,695
0002657-09.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,697
0002181-64.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,701
0001824-84.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,703
0002114-02.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,707
0002061-25.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,711
0002112-32.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,714
0002360-95.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,717
0001947-86.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,719
0001742-53.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,724
0001761-63.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,727
0001697-49.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,729
0003019-37.2025.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,731
0002567-94.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,734
0002065-62.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,737
0002394-70.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,738
0001065-27.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,741
0000678-71.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,743
0000702-02.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,747
0002744-62.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,749
0002824-52.2025.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,751
0001747-75.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,756
0002058-70.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,758
0002945-80.2025.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,761
0002482-11.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,764
0000228-61.2026.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,766
0002006-74.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,769
0000683-26.2026.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,772
0000042-46.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,775
0000073-28.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,780
0003044-06.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,781
0001701-72.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,783
0001970-14.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,786
0000587-11.2026.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,788
0001282-66.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,790
0001912-45.2024.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,793
0003512-67.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,796
0002424-08.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,799
0000392-97.2026.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,801
0000471-92.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,802
0002006-56.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,804
0002211-85.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,806
0001854-22.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,808
0002162-62.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,811
0000509-21.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,814
0002446-66.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,818
0002549-77.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,820
0001873-28.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,823
0001933-98.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,827
0000001-41.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,834
0000287-23.2026.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,842
0002741-06.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,845
0002321-84.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,846
0002154-04.2024.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,849
0002809-83.2025.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,851
0001959-03.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,853
0000125-24.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,855
0001939-12.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,859
0000002-60.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,860
0002233-98.2024.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,864
0001889-83.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,868
0000226-61.2026.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,870
0002029-20.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,873
0001954-78.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,878
0002455-62.2024.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,882
0002696-06.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,883
0002032-68.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,888
0002054-33.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,895
0002791-32.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,898
0000684-82.2026.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,901
0001786-72.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,904
0000077-51.2026.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,909
0001424-90.2024.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,913
0002064-59.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,915
0000783-68.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,918
0001834-31.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,924
0001881-09.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,932
0002243-07.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,934
0002899-91.2025.5.12.0015,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,937
0002723-86.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,942
0003092-62.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,946
0001982-28.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,949
0002020-40.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,951
0002554-95.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,955
0001911-44.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,958
0002288-15.2025.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,960
0000931-93.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,962
0000187-68.2026.5.12.0056,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,967
0002582-63.2025.5.12.0025,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,969
0001520-71.2025.5.12.0062,UNIDADE_NAO_CLASSIFICADA,Unidade nao classificada: 'NÚCLEO DE JUSTIÇA 4.0 DE COOPERAÇÃO JUDICIÁRIA',processos_29-07-2026.CSV,973
