unidade_norm,unidade_original,classificacao,quantidade_magistrados,quantidade,percentual_total,diferenca_absoluta_media,diferenca_percentual_media,processos_por_magistrado,diferenca_absoluta_media_magistrado,diferenca_percentual_media_magistrado,cenario
VARA DO TRABALHO DE ITAPEMA,VARA DO TRABALHO DE ITAPEMA,CEDENTE,2.0,415,3.6178188475285507,223.81666666666666,117.06913085171303,207.5,93.92574257425743,82.6998518001918,SEM_EQUALIZACAO
VARA DO TRABALHO DE JOACABA,VARA DO TRABALHO DE JOAÇABA,NEUTRA,2.0,229,1.9963385929735855,37.81666666666666,19.78031557841513,114.5,0.925742574257427,0.815098945166072,SEM_EQUALIZACAO
VARA DO TRABALHO DE MAFRA,VARA DO TRABALHO DE MAFRA,DESTINATARIA,2.0,157,1.368668817016825,-34.18333333333334,-17.8798709789905,78.5,-35.07425742574257,-30.882224740650333,SEM_EQUALIZACAO
VARA DO TRABALHO DE NAVEGANTES,VARA DO TRABALHO DE NAVEGANTES,CEDENTE,2.0,318,2.772208177142359,126.81666666666666,66.33249062854154,159.0,45.42574257425743,39.99651294568913,SEM_EQUALIZACAO
VARA DO TRABALHO DE PALHOCA,VARA DO TRABALHO DE PALHOÇA,CEDENTE,2.0,270,2.353761659837852,78.81666666666666,41.22569959027111,135.0,21.425742574257427,18.864963821811525,SEM_EQUALIZACAO
VARA DO TRABALHO DE SAO BENTO DO SUL,VARA DO TRABALHO DE SÃO BENTO DO SUL,DESTINATARIA,2.0,150,1.3076453665765844,-41.18333333333334,-21.541278005404934,75.0,-38.57425742574257,-33.96390898788248,SEM_EQUALIZACAO
VARA DO TRABALHO DE SAO MIGUEL DO OESTE,VARA DO TRABALHO DE SÃO MIGUEL DO OESTE,CEDENTE,1.0,303,2.6414436404847006,111.81666666666666,58.48661842908203,303.0,189.4257425742574,166.78580768895475,SEM_EQUALIZACAO
VARA DO TRABALHO DE TIMBO,VARA DO TRABALHO DE TIMBÓ,NEUTRA,1.0,105,0.9153517566036091,-86.18333333333334,-45.07889460378345,105.0,-8.574257425742573,-7.54947258303548,SEM_EQUALIZACAO
VARA DO TRABALHO DE VIDEIRA,VARA DO TRABALHO DE VIDEIRA,NEUTRA,1.0,169,1.4732804463429516,-22.183333333333337,-11.603173219422894,169.0,55.42574257425743,48.80132508063813,SEM_EQUALIZACAO
VARA DO TRABALHO DE XANXERE,VARA DO TRABALHO DE XANXERÊ,CEDENTE,1.0,271,2.3624792956150293,79.81666666666666,41.74875773690175,271.0,157.4257425742574,138.61040885711796,SEM_EQUALIZACAO
